Sentiment,Phrase
-1,"'s sanctimonious , self-righteous and so eager"
-1,"sanctimonious , self-righteous and"
-1,"sanctimonious , self-righteous"
-1,sanctimonious
1,earn our love
-1,that you want to slap it
-1,you want to slap it
-1,want to slap it
-1,slap
1,"This is a very funny , heartwarming film ."
1,"is a very funny , heartwarming film ."
1,"is a very funny , heartwarming film"
1,"a very funny , heartwarming film"
1,"very funny , heartwarming film"
1,", heartwarming film"
1,heartwarming film
1,heartwarming
1,"It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety ."
1,"'s a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety ."
1,"'s a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety"
1,"a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety"
1,"that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety"
-1,"shows its indie tatters and self-conscious seams in places ,"
-1,shows its indie tatters and self-conscious seams in places
-1,shows its indie tatters and self-conscious seams
-1,indie tatters and self-conscious seams
-1,and self-conscious seams
1,has some quietly moving moments and an intelligent subtlety
1,some quietly moving moments and an intelligent subtlety
1,quietly moving moments and an intelligent subtlety
1,moving moments and an intelligent subtlety
1,moments and an intelligent subtlety
1,intelligent subtlety
1,"I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise ."
1,"was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise ."
1,"was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise"
1,"amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise"
1,"amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and"
1,"amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario ,"
1,amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario
1,amused and entertained by the unfolding of Bielinsky 's
1,amused
1,entertained by the unfolding of Bielinsky 's
1,cleverly constructed scenario
1,cleverly constructed
1,greatly impressed by the skill of the actors involved in the enterprise
1,greatly
1,impressed by the skill of the actors involved in the enterprise
1,the actors involved in the enterprise
1,the enterprise
1,For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .
-1,most of the distance
1,the distance
1,the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .
1,provides a satisfyingly unsettling ride into the dark places of our national psyche .
1,provides a satisfyingly unsettling ride into the dark places of our national psyche
1,provides a satisfyingly unsettling ride
1,a satisfyingly unsettling ride
1,satisfyingly unsettling ride
1,satisfyingly unsettling
1,satisfyingly
-1,the dark places of our national psyche
-1,dark places
-1,"With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike ."
-1,"With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering"
-1,very little to add beyond the dark visions already relayed by superb recent predecessors
-1,very little to add beyond the dark visions already relayed by superb
1,to add beyond the dark visions already relayed by superb
1,add beyond the dark visions already relayed by superb
1,the dark visions already relayed by superb
1,already relayed by superb
1,relayed by superb
1,by superb
-1,... may put off insiders and outsiders alike .
-1,may put off insiders and outsiders alike .
-1,"Being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke ."
1,Being unique
-1,"does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke"
-1,does n't necessarily
1,"equate to being good ,"
1,being good
1,how admirably
1,admirably
1,The respective charms of Sandra Bullock and Hugh Grant
1,respective charms
-1,Sandra Bullock and
-1,have worn threadbare .
-1,worn threadbare
-1,worn
-1,"Like the Hanks character , he 's a slow study : The action is stilted and the tabloid energy embalmed ."
-1,he 's a slow study : The action is stilted and the tabloid energy embalmed .
-1,'s a slow study : The action is stilted and the tabloid energy embalmed .
-1,a slow study : The action is stilted and the tabloid energy embalmed
-1,slow
-1,The action is stilted and the tabloid energy embalmed
-1,The action is stilted and
-1,The action is stilted
-1,stilted
-1,tabloid
1,"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games ."
1,"enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games ."
1,"enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games"
1,enthusiastically
1,"invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games"
1,"the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games"
1,"the percussion rhythm , the brass soul and"
1,the sense of fierce competition that helps make great marching bands half the fun of college football games
1,the sense of fierce competition
1,fierce competition
1,fierce
1,that helps make great marching bands half the fun of college football games
1,helps make great marching bands half the fun of college football games
1,make great marching bands
1,great marching bands
1,half the fun of college football games
1,the fun
1,What 's invigorating about it is that it does n't give a damn .
1,What 's invigorating about
1,'s invigorating about
1,invigorating about
-1,it is that it does n't give a damn .
-1,is that it does n't give a damn
-1,that it does n't give a damn
-1,it does n't give a damn
-1,damn
-1,is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .
-1,is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility
-1,is perhaps too effective in creating an atmosphere of dust-caked stagnation and
-1,is perhaps too effective in creating an atmosphere of dust-caked stagnation
-1,too effective in creating an atmosphere of dust-caked stagnation
-1,effective in creating an atmosphere of dust-caked stagnation
-1,creating an atmosphere of dust-caked stagnation
-1,an atmosphere of dust-caked stagnation
-1,dust-caked stagnation
-1,dust-caked
-1,stagnation
-1,labored gentility
-1,labored
1,"An entertaining , if ultimately minor , thriller ."
1,"entertaining , if ultimately minor , thriller"
1,"entertaining , if ultimately minor ,"
1,"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed ."
1,"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed"
1,"The real star of this movie is the score , as in the songs translate well to film , and"
1,"The real star of this movie is the score , as in the songs translate well to film ,"
1,"The real star of this movie is the score , as in the songs translate well to film"
1,real star
1,"is the score , as in the songs translate well to film"
1,score
1,as in the songs translate well to film
1,in the songs translate well to film
1,the songs translate well to film
1,translate well to film
1,translate well
1,it 's really well directed
1,'s really well directed
1,well directed
1,Punitively affirmational
-1,Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .
-1,finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .
-1,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .
-1,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack
-1,in diminishing his stature from Oscar-winning master to lowly studio hack
-1,diminishing his stature from Oscar-winning master to lowly studio hack
-1,diminishing his stature from Oscar-winning master
-1,diminishing his stature
1,from Oscar-winning master
1,Oscar-winning master
1,Oscar-winning
-1,to lowly studio hack
-1,lowly studio hack
-1,studio hack
1,Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .
-1,Horrid little propaganda film
-1,Horrid
-1,little propaganda film
-1,propaganda film
-1,propaganda
1,with fascinating connections
1,fascinating connections
-1,to the Serbs themselves but also to a network of American right-wing extremists
1,to the Serbs themselves
1,the Serbs themselves
1,Star\/producer Salma Hayek and director Julie Taymor have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own .
1,have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own .
1,have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own
1,infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own
1,infused Frida with a visual style unique and inherent
1,Frida with a visual style unique and inherent
1,with a visual style unique and inherent
1,a visual style unique and inherent
1,visual style
1,unique and inherent
1,unique and
1,to the titular character 's paintings and in the process created a masterful work of art of their own
1,in the process created a masterful work of art of their own
1,the process created a masterful work of art of their own
1,created a masterful work of art of their own
1,a masterful work of art of their own
1,a masterful work
1,masterful work
1,This one is not nearly as dreadful as expected .
-1,nearly as dreadful as expected
-1,nearly as dreadful
-1,as dreadful
-1,"But ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters ."
-1,"... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters ."
1,to capture the novel 's deeper intimate resonances
1,capture the novel 's deeper intimate resonances
-1,distanced us from the characters .
-1,distanced us from the characters
-1,distanced us
1,from the characters
1,Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .
1,Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros
1,Real Women Have Curves wears its empowerment on its sleeve but even
1,Real Women Have Curves wears its empowerment on its sleeve
1,Curves
1,wears its empowerment on its sleeve
1,wears its empowerment
1,its empowerment
1,empowerment
1,its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros
-1,its worst harangues
-1,worst harangues
1,are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros
1,easy to swallow thanks to remarkable performances by Ferrera and Ontiveros
1,to swallow thanks to remarkable performances by Ferrera and Ontiveros
1,swallow thanks to remarkable performances by Ferrera and Ontiveros
1,swallow thanks to remarkable performances
1,thanks to remarkable performances
1,to remarkable performances
1,remarkable performances
-1,There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .
-1,'s a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .
-1,'s a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale
-1,a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale
-1,a whole heap
-1,of nothing at the core of this slight coming-of-age\/coming-out tale
-1,nothing at the core of this slight coming-of-age\/coming-out tale
1,"A sensitive , moving , brilliantly constructed work ."
1,"A sensitive , moving ,"
1,"A sensitive , moving"
1,brilliantly constructed work .
1,brilliantly constructed work
1,"It pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character"
1,"pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character"
1,"'re ready to hate one character , or really sympathize with another character"
-1,"'re ready to hate one character ,"
-1,ready to hate one character
-1,hate one character
1,another character
1,"The art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack ."
1,"The art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack"
1,"The art direction is often exquisite , and"
1,"The art direction is often exquisite ,"
1,The art direction is often exquisite
1,is often exquisite
1,often exquisite
1,exquisite
1,"the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack"
1,anthropomorphic
1,animal
1,"are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack"
1,are beautifully
1,"realized through clever makeup design ,"
1,realized through clever makeup design
1,through clever makeup design
1,clever makeup design
-1,It 's probably not easy to make such a worthless film ...
-1,'s probably not easy to make such a worthless film ...
-1,'s probably not easy to make such a worthless film
-1,easy to make such a worthless film
-1,to make such a worthless film
-1,make such a worthless film
-1,such a worthless film
-1,a worthless film
-1,worthless film
-1,worthless
1,"The creative animation work may not look as fully ` rendered ' as Pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree ."
1,"The creative animation work may not look as fully ` rendered ' as Pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree"
-1,"The creative animation work may not look as fully ` rendered ' as Pixar 's industry standard ,"
1,The creative animation work
1,creative animation work
1,animation work
-1,may not look as fully ` rendered ' as Pixar 's industry standard
1,look as fully ` rendered ' as Pixar 's industry standard
1,fully ` rendered '
1,Pixar 's
1,it uses lighting effects and innovative backgrounds to an equally impressive degree
1,uses lighting effects and innovative backgrounds to an equally impressive degree
1,uses lighting effects and innovative backgrounds
1,lighting effects and innovative backgrounds
1,lighting effects and
1,innovative backgrounds
1,innovative
1,an equally impressive degree
1,equally impressive degree
1,equally impressive
-1,An often unfunny
-1,often unfunny
-1,unfunny
1,went back
-1,is a frat boy 's idea of a good time
-1,a frat boy 's idea
1,of a good time
-1,but not especially compelling
1,especially compelling
-1,"An EXIT sign , that is ."
1,"'s an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones ."
1,"'s an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones"
1,"'s an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters --"
1,"'s an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters"
1,"an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters"
1,"showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters"
1,"that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters"
1,"accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters"
1,accomplishes its primary goal
1,"without the use of special effects , but rather by emphasizing the characters"
1,", but rather by emphasizing the characters"
1,emphasizing
1,supporting
1,"The Emperor 's Club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality ."
-1,"The Emperor 's Club , ruthless in its own placid way ,"
1,"The Emperor 's Club , ruthless in its own placid way"
1,"The Emperor 's Club ,"
-1,ruthless in its own placid way
-1,own placid way
1,"finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality ."
1,"finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality"
-1,of our most conservative and hidebound movie-making traditions
1,our most conservative and hidebound movie-making traditions
1,"gives it new texture , new relevance , new reality"
1,"new texture , new relevance , new reality"
1,"new relevance ,"
-1,"... if it had been only half-an-hour long or a TV special , the humor would have been fast and furious -- at ninety minutes , it drags ."
-1,"if it had been only half-an-hour long or a TV special , the humor would have been fast and furious -- at ninety minutes , it drags ."
-1,"if it had been only half-an-hour long or a TV special , the humor would have been fast and furious -- at ninety minutes , it drags"
-1,it had been only half-an-hour long or a TV special
-1,only half-an-hour long or
-1,furious
-1,"at ninety minutes , it drags"
-1,", it drags"
-1,it drags
-1,drags
1,"Its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy ."
1,"Its compelling mix of trial movie , escape movie and unexpected fable"
1,Its compelling mix
1,compelling mix
1,"trial movie , escape movie and unexpected fable"
1,trial movie
1,unexpected fable
1,ensures the film never feels draggy .
1,ensures the film never feels draggy
1,the film never feels draggy
1,never feels draggy
-1,feels draggy
-1,draggy
-1,It drowns in sap .
-1,drowns in sap .
-1,Rare Birds ' tries to force its quirkiness upon the audience .
-1,' tries to force its quirkiness upon the audience .
-1,tries to force its quirkiness upon the audience .
-1,tries to force its quirkiness upon the audience
-1,force its quirkiness
1,A solid and refined piece of moviemaking imbued with passion and attitude .
1,A solid and refined piece of moviemaking
1,A solid and refined piece
1,solid and refined piece
1,and refined piece
1,refined piece
1,refined
1,imbued with passion and attitude .
1,imbued with passion and attitude
1,with passion and attitude
1,passion and attitude
1,`` Red Dragon '' never cuts corners .
1,Red Dragon '' never cuts corners .
1,Dragon
1,'' never cuts corners .
1,never cuts corners .
-1,cuts corners
-1,the filmmakers could dredge up
-1,could dredge up
-1,dredge up
-1,dredge
-1,Alternative medicine obviously has its merits ... but Ayurveda does the field no favors .
1,medicine
1,obviously has its merits
1,has its merits
1,merits
-1,Ayurveda does the field no favors
-1,does the field no favors
-1,the field no favors
-1,Bland but harmless .
-1,"Viewers are asked so often to suspend belief that were it not for Holm 's performance , the film would be a total washout ."
-1,Viewers are asked so often to suspend belief that were it not for Holm 's performance
-1,", the film would be a total washout ."
-1,the film would be a total washout .
-1,would be a total washout .
-1,would be a total washout
-1,be a total washout
-1,a total washout
-1,"A small fortune in salaries and stunt cars might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB- ."
-1,A small fortune in salaries and stunt cars
-1,"might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB- ."
-1,"might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-"
-1,"have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-"
-1,"been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-"
-1,"saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-"
-1,"if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-"
1,"the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-"
-1,"spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-"
1,", for that matter , Shrek -RRB-"
1,"for that matter , Shrek -RRB-"
1,", Shrek -RRB-"
1,Shrek
1,It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .
1,'s good to see Michael Caine whipping out the dirty words and punching people in the stomach again .
1,'s good to see Michael Caine whipping out the dirty words and punching people in the stomach again
1,good to see Michael Caine whipping out the dirty words and punching people in the stomach again
-1,whipping out the dirty words
-1,whipping
-1,punching people in the stomach again
-1,No Such Thing breaks no new ground and treads old turf like a hippopotamus ballerina .
-1,breaks no new ground and treads old turf like a hippopotamus ballerina
-1,breaks no new ground and
-1,breaks no new ground
1,new ground
-1,treads old turf like a hippopotamus ballerina
-1,treads old turf
1,The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .
1,exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .
1,exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken
1,exudes the urbane sweetness
1,exudes
1,the urbane sweetness
1,urbane sweetness
1,sweetness
-1,Woody Allen seems to have bitterly forsaken
-1,to have bitterly forsaken
-1,have bitterly forsaken
-1,bitterly
-1,The script is a dim-witted pairing of teen-speak and animal gibberish .
-1,is a dim-witted pairing of teen-speak and animal gibberish .
-1,is a dim-witted pairing of teen-speak and animal gibberish
-1,a dim-witted pairing of teen-speak and animal gibberish
-1,a dim-witted pairing
-1,dim-witted pairing
-1,dim-witted
-1,of teen-speak and animal gibberish
-1,teen-speak and animal gibberish
-1,gibberish
1,Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .
-1,somewhat defuses this provocative theme by submerging it in a hoary love triangle .
1,defuses this provocative theme by submerging it in a hoary love triangle .
1,submerging
-1,hoary
-1,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB- comes across as lame and sophomoric in this debut indie feature .
1,What might have emerged as hilarious lunacy in the hands of Woody Allen or
1,have emerged as hilarious lunacy in the hands of Woody Allen
1,emerged as hilarious lunacy in the hands of Woody Allen
1,emerged as hilarious lunacy
1,as hilarious lunacy
1,as hilarious
-1,lunacy
-1,Mel
1,at least during their '70s heyday
-1,comes across as lame and sophomoric in this debut indie feature .
-1,comes across as lame and sophomoric in this debut indie feature
-1,comes across as lame and sophomoric
-1,across as lame and sophomoric
-1,as lame and sophomoric
-1,lame and sophomoric
-1,lame and
-1,lame
-1,I have not been this disappointed by a movie in a long time .
-1,have not been this disappointed by a movie in a long time .
-1,have not been this disappointed by a movie in a long time
-1,been this disappointed by a movie in a long time
-1,this disappointed by a movie in a long time
-1,disappointed by a movie in a long time
-1,disappointed by a movie
-1,There 's not a comedic moment in this romantic comedy .
-1,'s not a comedic moment in this romantic comedy .
-1,'s not a comedic moment in this romantic comedy
1,a comedic moment in this romantic comedy
1,a comedic moment
1,in this romantic comedy
-1,"I admire it and yet can not recommend it , because it overstays its natural running time ."
-1,"admire it and yet can not recommend it , because it overstays its natural running time ."
1,admire it
-1,"yet can not recommend it , because it overstays its natural running time"
-1,"can not recommend it , because it overstays its natural running time"
1,"recommend it , because it overstays its natural running time"
1,"recommend it ,"
1,recommend it
-1,because it overstays its natural running time
-1,it overstays its natural running time
-1,overstays its natural running time
-1,overstays
1,natural running time
1,There 's plenty to enjoy -- in no small part thanks to Lau .
1,'s plenty to enjoy -- in no small part thanks to Lau .
1,'s plenty to enjoy --
1,'s plenty to enjoy
1,plenty to enjoy
1,to enjoy
1,in no small part thanks to Lau
1,small part thanks
-1,Action - mechanical .
-1,None of this is half as moving as the filmmakers seem to think .
-1,is half as moving as the filmmakers seem to think .
-1,An incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .
-1,An incredibly irritating comedy about thoroughly vacuous people
-1,An incredibly irritating comedy
-1,incredibly irritating comedy
-1,incredibly irritating
1,incredibly
-1,about thoroughly vacuous people
-1,vacuous
-1,... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .
-1,manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .
-1,manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy
-1,to embody the worst excesses of nouvelle vague without any of its sense of fun or energy
-1,embody the worst excesses of nouvelle vague without any of its sense of fun or energy
-1,the worst excesses of nouvelle
-1,the worst excesses
-1,worst excesses
-1,vague without any of its sense of fun or energy
-1,without any of its sense of fun or energy
1,of its sense of fun or energy
1,its sense of fun or energy
1,of fun or energy
1,fun or energy
1,fun or
-1,Wait to see it then .
-1,Wait to see it then
-1,"None of this is very original , and it is n't particularly funny ."
-1,"None of this is very original , and it is n't particularly funny"
-1,"None of this is very original , and"
-1,None of this is very original
1,is very original
1,very original
-1,it is n't particularly funny
-1,is n't particularly funny
1,particularly funny
-1,was a fad that had long since vanished .
-1,a fad that had long since vanished
-1,fad
-1,An uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .
-1,An uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection
-1,An uneasy mix
-1,uneasy mix
-1,run-of-the-mill raunchy humor and
1,seemingly sincere personal reflection
-1,Should have been worth cheering as a breakthrough but is devoid of wit and humor .
-1,have been worth cheering as a breakthrough but is devoid of wit and humor
1,have been worth cheering as a breakthrough but
1,have been worth cheering as a breakthrough
1,been worth cheering as a breakthrough
1,worth cheering as a breakthrough
1,cheering
1,a breakthrough
1,breakthrough
-1,is devoid of wit and humor
-1,devoid of wit and humor
1,wit and humor
1,appreciative
-1,was trying to do than of what he had actually done
-1,"is clever enough , though thin writing proves its undoing"
1,"is clever enough ,"
1,is clever enough
1,clever enough
-1,though thin writing proves its undoing
-1,thin writing proves its undoing
-1,thin writing
-1,Stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .
-1,seems to have a knack for wrapping the theater in a cold blanket of urban desperation
-1,to have a knack for wrapping the theater in a cold blanket of urban desperation
-1,for wrapping the theater in a cold blanket of urban desperation
-1,wrapping the theater in a cold blanket of urban desperation
1,wrapping the theater
-1,a cold blanket
-1,cold blanket
-1,desperation
-1,Done in mostly by a weak script that ca n't support the epic treatment .
-1,Done in mostly by a weak script that ca n't support the epic treatment
-1,by a weak script that ca n't support the epic treatment
-1,a weak script that ca n't support the epic treatment
-1,a weak script
-1,weak script
-1,ca n't support the epic treatment
1,epic treatment
-1,The whole thing plays like a tired Tyco ad .
-1,plays like a tired Tyco ad .
-1,plays like a tired Tyco ad
-1,like a tired Tyco ad
-1,a tired Tyco ad
-1,tired Tyco ad
-1,"That 's muy loco , but no more ridiculous than most of the rest of `` Dragonfly . ''"
-1,"'s muy loco , but no more ridiculous than most of the rest of `` Dragonfly . ''"
-1,"'s muy loco , but no more ridiculous than most of the rest of `` Dragonfly ."
-1,"'s muy loco , but no more ridiculous than most of the rest of `` Dragonfly"
-1,"'s muy loco , but no more ridiculous"
-1,"muy loco , but no more ridiculous"
-1,muy loco
-1,more ridiculous
-1,ridiculous
1,Dragonfly
-1,creates some effective moments of discomfort for character and viewer alike .
1,some effective moments
1,effective moments
-1,discomfort
-1,Includes too much obvious padding .
-1,Includes too much obvious padding
-1,too much obvious padding
1,padding
-1,Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .
-1,Any attempts at nuance given by the capable cast
1,given by the capable cast
1,the capable cast
1,capable cast
1,capable
-1,is drowned out by director Jon Purdy 's sledgehammer sap .
-1,is drowned out by director Jon Purdy 's sledgehammer sap
-1,drowned out by director Jon Purdy 's sledgehammer sap
-1,drowned out
-1,by director Jon Purdy 's sledgehammer sap
-1,director Jon Purdy 's sledgehammer sap
1,Purdy
1,"-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting ."
1,"-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting"
1,"wonderfully loopy tale of love , longing , and voting"
1,wonderfully loopy tale
1,wonderfully loopy
1,wonderfully
-1,loopy
1,"of love , longing , and voting"
1,"love , longing , and"
1,"love , longing ,"
1,"love , longing"
-1,"The characters , cast in impossibly contrived situations , are totally estranged from reality ."
-1,"The characters , cast in impossibly contrived situations"
-1,cast in impossibly contrived situations
-1,impossibly contrived situations
-1,impossibly
-1,contrived situations
-1,are totally estranged from reality .
-1,are totally estranged from reality
-1,totally estranged from reality
-1,estranged from reality
-1,estranged
1,"For every cheesy scene , though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ."
-1,For every cheesy scene
-1,every cheesy scene
-1,cheesy
1,", though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ."
1,"though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ."
1,", there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ."
1,"there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ."
1,"is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ."
1,"is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,"a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,a really cool bit --
1,a really cool bit
1,really cool bit
1,really cool
1,"the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,"of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,"a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,"future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,future-world
1,"holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,"librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
-1,-LRB- Orlando Jones -RRB-
