Sentiment,Phrase
1,But what 's nice is that there 's a casual intelligence that permeates the script .
1,what 's nice is that there 's a casual intelligence that permeates the script .
1,'s nice
1,is that there 's a casual intelligence that permeates the script .
1,is that there 's a casual intelligence that permeates the script
1,that there 's a casual intelligence that permeates the script
1,there 's a casual intelligence that permeates the script
1,a casual intelligence that permeates the script
1,a casual intelligence
0,"Lush and beautifully photographed -LRB- somebody suggested the stills might make a nice coffee table book -RRB- , but ultimately you 'll leave the theater wondering why these people mattered ."
1,"Lush and beautifully photographed -LRB- somebody suggested the stills might make a nice coffee table book -RRB- , but ultimately you 'll leave the theater wondering why these people mattered"
1,"Lush and beautifully photographed -LRB- somebody suggested the stills might make a nice coffee table book -RRB- , but"
1,"Lush and beautifully photographed -LRB- somebody suggested the stills might make a nice coffee table book -RRB- ,"
1,Lush and beautifully photographed -LRB- somebody suggested the stills might make a nice coffee table book -RRB-
1,Lush and beautifully
0,-LRB- somebody suggested the stills might make a nice coffee table book -RRB-
0,the stills might make a nice coffee table book
1,make a nice coffee table book
1,a nice coffee table book
0,ultimately you 'll leave the theater wondering why these people mattered
0,you 'll leave the theater wondering why these people mattered
0,the theater wondering why these people mattered
0,wondering why these people mattered
1,these people mattered
0,... another example of how Sandler is losing his touch .
0,another example of how Sandler is losing his touch
0,of how Sandler is losing his touch
0,how Sandler is losing his touch
0,Sandler is losing his touch
0,is losing his touch
0,losing his touch
1,This is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground .
1,is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground .
1,is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground
1,an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground
1,an undeniably intriguing film
1,undeniably intriguing film
1,undeniably intriguing
1,from an adventurous young talent who finds his inspiration on the fringes of the American underground
1,an adventurous young talent who finds his inspiration on the fringes of the American underground
1,an adventurous young talent
1,adventurous young talent
1,adventurous
1,young talent
1,who finds his inspiration on the fringes of the American underground
1,finds his inspiration on the fringes of the American underground
1,finds his inspiration
1,his inspiration
1,inspiration
1,A fleet-footed and pleasingly upbeat family diversion .
1,A fleet-footed and pleasingly upbeat family
1,fleet-footed and pleasingly upbeat
1,pleasingly upbeat
1,pleasingly
1,upbeat
1,"Efficient , suitably anonymous chiller ."
1,"Efficient , suitably anonymous chiller"
1,"Efficient ,"
1,Efficient
1,suitably anonymous chiller
1,anonymous chiller
0,seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter .
0,seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter
1,so similar to the 1953 Disney classic
1,similar to the 1953 Disney classic
1,Disney classic
0,it makes one long for a geriatric Peter
0,a geriatric Peter
0,geriatric Peter
0,"The movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh ."
0,"is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh ."
0,"is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh"
0,"is almost entirely witless and inane ,"
0,"almost entirely witless and inane ,"
0,"entirely witless and inane ,"
0,entirely witless and inane
0,entirely witless and
0,entirely witless
0,every gag two or three times
0,gag two or three times
0,beyond its limit to sustain a laugh
0,its limit to sustain a laugh
1,to sustain a laugh
0,"This movie is so bad , that it 's almost worth seeing because it 's so bad ."
0,"is so bad , that it 's almost worth seeing because it 's so bad ."
0,"is so bad , that it 's almost worth seeing because it 's so bad"
0,"is so bad ,"
0,is so bad
0,so bad
0,that it 's almost worth seeing because it 's so bad
0,it 's almost worth seeing because it 's so bad
0,'s almost worth seeing because it 's so bad
0,seeing because it 's so bad
0,because it 's so bad
0,it 's so bad
0,'s so bad
1,Gently humorous and touching .
1,humorous and touching .
1,humorous and touching
0,"At its worst , the movie is pretty diverting ;"
0,"At its worst , the movie is pretty diverting"
0,At its worst
0,its worst
1,", the movie is pretty diverting"
1,pretty diverting
0,the pity is that it rarely achieves its best
0,the pity
0,is that it rarely achieves its best
0,that it rarely achieves its best
0,it rarely achieves its best
0,rarely achieves its best
1,achieves its best
1,"It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you ."
1,"cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you ."
1,"cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you"
1,"to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you"
1,"to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and"
1,"to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl ,"
1,"to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl"
1,"to the core of what it actually means to face your fears , to be a girl in a world of boys"
1,of what it actually means to face your fears
1,actually means to face your fears
1,means to face your fears
1,to be a boy truly in love with a girl
1,truly in love with a girl
1,in love with a girl
1,to ride the big metaphorical wave that is life -- wherever it takes you
1,ride the big metaphorical wave that is life -- wherever it takes you
1,the big metaphorical wave that is life -- wherever it takes you
0,"is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around ."
1,"is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around"
1,is in the same category
0,"as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around"
1,"X-Men - occasionally brilliant but mostly average ,"
1,occasionally brilliant but mostly average
1,occasionally brilliant but
1,occasionally brilliant
1,"showing signs of potential for the sequels , but not"
1,"showing signs of potential for the sequels ,"
1,potential for the sequels
1,giving us much this time
1,the twist endings were actually surprising
1,the twist endings
1,twist endings
1,were actually surprising
0,Much of the cast is stiff or just plain bad .
0,is stiff or just plain bad .
0,is stiff or just plain bad
0,stiff or just plain bad
0,stiff
0,just plain bad
0,plain bad
0,The last three narcissists
0,three narcissists
1,for each others ' affections
1,Represents a worthy departure from the culture clash comedies that have marked an emerging Indian American cinema .
1,Represents a worthy departure from the culture clash comedies that have marked an emerging Indian American cinema
1,the culture clash comedies
1,have marked an emerging Indian American cinema
1,marked an emerging Indian American cinema
1,A compelling film .
1,compelling film .
0,"The movie is well done , but slow ."
1,"well done , but slow"
0,"done , but slow"
0,", but slow"
0,decide if you need to see it
1,you need to see it
1,need to see it
1,"Yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second ."
1,"in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second ."
0,unreachable
1,it 's so fascinating you wo n't be able to look away for a second .
1,'s so fascinating you wo n't be able to look away for a second .
1,'s so fascinating you wo n't be able to look away for a second
1,so fascinating you wo n't be able to look away for a second
1,fascinating you wo n't be able to look away for a second
1,you wo n't be able to look away for a second
1,wo n't be able to look away for a second
1,be able to look away for a second
0,"`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way ."
0,"`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way"
0,"`` Bad '' is the operative word for `` Bad Company , '' and"
0,"`` Bad '' is the operative word for `` Bad Company , ''"
0,"`` Bad '' is the operative word for `` Bad Company ,"
0,`` Bad '' is the operative word for `` Bad Company
0,Bad '' is the operative word for `` Bad Company
0,'' is the operative word for `` Bad Company
0,the operative word for `` Bad Company
0,I do n't mean that in a good way
1,that in a good way
1,in a good way
1,a good way
1,"I 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but Real Women Have Curves truly is life affirming ."
1,"I 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but Real Women Have Curves truly is life affirming"
0,"I 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , '"
0,a fan of the phrase ` life affirming ' because it usually means ` schmaltzy
1,phrase ` life affirming '
1,` life affirming '
1,life affirming '
1,affirming '
1,affirming
0,schmaltzy
1,Real Women Have Curves truly is life affirming
1,truly is life affirming
1,life affirming
0,"No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive ."
0,"No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive"
0,doubt the filmmakers ' motives
0,The Guys still feels counterproductive
0,still feels counterproductive
0,feels counterproductive
1,Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film .
1,Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film
1,a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film
1,a clear-eyed chronicle
1,clear-eyed chronicle
1,of a female friendship that is more complex and honest than anything represented in a Hollywood film
1,a female friendship that is more complex and honest than anything represented in a Hollywood film
1,that is more complex and honest than anything represented in a Hollywood film
1,is more complex and honest than anything represented in a Hollywood film
1,is more complex and honest
1,more complex and honest
1,complex and honest
1,a Hollywood film
0,The worst film of the year .
0,The worst film of the year
0,` Christian Bale 's Quinn -LRB- is -RRB- a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . '
1,Christian
1,'s Quinn -LRB- is -RRB- a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . '
0,'s Quinn -LRB- is -RRB- a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent .
1,in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent
1,a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent
1,a simply astounding cor-blimey-luv-a-duck cockney accent
1,simply astounding
1,astounding
0,The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .
0,The only thing scary about feardotcom
0,is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie
0,that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie
0,the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie
0,are brazen enough to attempt to pass this stinker off as a scary movie
0,brazen enough to attempt to pass this stinker off as a scary movie
0,to attempt to pass this stinker off as a scary movie
0,attempt to pass this stinker off as a scary movie
0,to pass this stinker off as a scary movie
0,pass this stinker off as a scary movie
0,pass this stinker off
0,pass this stinker
0,this stinker
0,Throwing it all away
0,Throwing it
1,for the fleeting joys of love 's brief moment
1,the fleeting joys of love 's brief moment
1,fleeting joys
1,joys
1,love 's
0,"Take away the controversy , and it 's not much more watchable than a Mexican soap opera ."
0,"Take away the controversy , and it 's not much more watchable than a Mexican soap opera"
1,Take away the controversy
0,it 's not much more watchable than a Mexican soap opera
0,'s not much more watchable than a Mexican soap opera
1,much more watchable
1,more watchable
0,a Mexican soap opera
1,A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up 's I 'm the One That I Want .
1,A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up
1,A raunchy and frequently hilarious follow-up
1,raunchy and frequently hilarious follow-up
1,raunchy and frequently hilarious
0,raunchy and
1,frequently hilarious
1,to the gifted Korean American stand-up
1,the gifted Korean American stand-up
1,gifted Korean American stand-up
1,the One That I Want
1,"Painful , horrifying and oppressively tragic , this film should not be missed ."
0,"Painful , horrifying and oppressively tragic"
0,horrifying and oppressively tragic
0,oppressively
1,", this film should not be missed ."
1,this film should not be missed .
1,should not be missed .
1,should not be missed
0,should not
1,"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood ."
1,The most brilliant and brutal UK crime film since Jack Carter
1,The most brilliant and brutal UK crime film
1,most brilliant and brutal UK crime film
1,most brilliant and brutal
1,brilliant and brutal
1,"went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood ."
1,"went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood"
1,"to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood"
1,"Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood"
1,"Newcastle , the first half of Gangster No. 1 drips with style and , at times ,"
1,"Newcastle , the first half of Gangster No. 1 drips with style and"
1,"Newcastle , the first half of Gangster No. 1 drips with style"
1,the first half of Gangster No. 1 drips with style
0,Gangster No. 1 drips
1,with style
0,blood
0,"Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care , so I did n't ."
0,"Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care , so I did n't"
0,"Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care , so"
0,"Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care ,"
0,I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care
1,I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life --
1,suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life
1,it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life
1,'s lovely
1,that Cal works out his issues with his dad and comes to terms with his picture-perfect life
1,works out his issues with his dad and comes to terms with his picture-perfect life
1,works out
1,terms with his picture-perfect life
1,with his picture-perfect life
1,picture-perfect life
1,picture-perfect
0,World Traveler gave me no reason to care
0,gave me no reason to care
1,"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness , and because of that , his film crackles ."
1,"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness , and because of that , his film crackles"
1,"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness , and"
1,"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness ,"
1,"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness"
1,"is energized by Volletta Wallace 's maternal fury , her fearlessness"
1,energized
1,"by Volletta Wallace 's maternal fury , her fearlessness"
1,"Volletta Wallace 's maternal fury , her fearlessness"
0,Volletta Wallace 's maternal fury
1,her fearlessness
1,fearlessness
1,of that
1,his film crackles
1,crackles
1,Yet the act is still charming here .
1,the act is still charming here .
1,is still charming here .
1,is still charming here
1,is still charming
1,still charming
0,The plot 's contrivances are uncomfortably strained .
0,are uncomfortably strained .
0,are uncomfortably strained
0,uncomfortably strained
1,It has that rare quality of being able to creep the living hell out of you ...
1,has that rare quality of being able to creep the living hell out of you ...
1,has that rare quality of being able to creep the living hell out of you
1,that rare quality of being able to creep the living hell out of you
1,that rare quality
1,rare quality
1,being able to creep the living hell out of you
0,to creep the living hell out of you
1,creep the living hell out of you
0,creep
0,the living hell
0,living hell
1,"He drags it back , single-handed ."
0,drags it back
0,drags it
0,"A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films ."
0,"staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films ."
0,"staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films"
0,is not as well-conceived as either of those films
1,as well-conceived as either of those films
1,well-conceived
1,A rather average action film that benefits from several funny moments
0,A rather average action film
1,that benefits from several funny moments
1,benefits from several funny moments
1,benefits
1,from several funny moments
1,several funny moments
1,supplied
1,"of whimsicality , narrative discipline and serious improvisation"
1,"whimsicality , narrative discipline and serious improvisation"
1,"whimsicality , narrative discipline and"
1,"whimsicality , narrative discipline"
1,"whimsicality ,"
1,whimsicality
1,narrative discipline
1,", almost every relationship and personality in the film yields surprises ."
1,almost every relationship and personality in the film yields surprises .
1,relationship and
1,yields surprises .
1,yields surprises
1,Often hilarious .
0,"I 'm convinced I could keep a family of five blind , crippled , Amish people alive in this situation better than these British soldiers do at keeping themselves kicking ."
0,"'m convinced I could keep a family of five blind , crippled , Amish people alive in this situation better than these British soldiers do at keeping themselves kicking ."
0,"'m convinced I could keep a family of five blind , crippled , Amish people alive in this situation better than these British soldiers do at keeping themselves kicking"
0,"convinced I could keep a family of five blind , crippled , Amish people alive in this situation better than these British soldiers do at keeping themselves kicking"
0,"I could keep a family of five blind , crippled , Amish people alive in this situation better than these British soldiers do at keeping themselves kicking"
0,"could keep a family of five blind , crippled , Amish people alive in this situation better than these British soldiers do at keeping themselves kicking"
0,"keep a family of five blind , crippled , Amish people alive in this situation"
0,"a family of five blind , crippled , Amish people alive in this situation"
0,"of five blind , crippled , Amish people alive in this situation"
0,"blind , crippled , Amish people"
0,crippled
1,at keeping themselves kicking
1,keeping themselves kicking
1,"An elegant work , Food of Love is as consistently engaging as it is revealing ."
1,"An elegant work , Food of Love"
1,"An elegant work ,"
1,An elegant work
1,elegant work
1,Food
1,is as consistently engaging as it is revealing .
1,is as consistently engaging as it is revealing
1,engaging as it is revealing
0,The jokes are telegraphed so far in advance they must have been lost in the mail .
0,The jokes are telegraphed so far in advance
0,must have been lost in the mail
0,been lost in the mail
0,"Give Shapiro , Goldman , and Bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour ."
0,"Give Shapiro , Goldman , and Bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour"
1,"Give Shapiro , Goldman , and Bolado credit for good intentions , but"
1,"Give Shapiro , Goldman , and Bolado credit for good intentions ,"
1,"Give Shapiro , Goldman , and Bolado credit for good intentions"
1,Bolado credit for good intentions
0,there 's nothing here that they could n't have done in half an hour
0,'s nothing here that they could n't have done in half an hour
0,they could n't have done in half an hour
0,have done in half an hour
0,... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .
0,this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .
0,this is n't even a movie we can enjoy as mild escapism ;
0,this is n't even a movie we can enjoy as mild escapism
0,is n't even a movie
1,we can enjoy as mild escapism
1,can enjoy as mild escapism
1,enjoy as mild escapism
0,it is one in which fear and frustration are provoked to intolerable levels
0,one in which fear and frustration are provoked to intolerable levels
1,in which fear and frustration are provoked to intolerable levels
0,fear and frustration are provoked to intolerable levels
0,provoked to intolerable levels
0,to intolerable levels
0,intolerable levels
0,intolerable
1,"It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart ."
1,"'s good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart ."
1,"'s good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart"
1,"good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart"
1,"good , hard-edged stuff"
1,hard-edged stuff
1,", violent and a bit exploitative but also nicely done , morally alert and street-smart"
1,"violent and a bit exploitative but also nicely done , morally alert and street-smart"
1,"a bit exploitative but also nicely done , morally alert and street-smart"
1,"a bit exploitative but also nicely done , morally alert and"
1,"a bit exploitative but also nicely done , morally alert"
1,"a bit exploitative but also nicely done ,"
1,a bit exploitative but also nicely done
0,a bit exploitative
0,exploitative
1,but also nicely done
1,also nicely done
1,nicely done
1,morally alert
1,morally
1,street-smart
1,I like it .
1,"On its own , Big Trouble could be considered a funny little film ."
1,", Big Trouble could be considered a funny little film ."
1,Big Trouble could be considered a funny little film .
1,could be considered a funny little film
1,be considered a funny little film
1,considered a funny little film
1,a funny little film
1,funny little film
1,"It 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time ."
1,"It 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time"
0,"It 's not nearly as fresh or enjoyable as its predecessor , but"
0,"It 's not nearly as fresh or enjoyable as its predecessor ,"
0,It 's not nearly as fresh or enjoyable as its predecessor
0,'s not nearly as fresh or enjoyable as its predecessor
1,nearly as fresh or enjoyable as its predecessor
1,nearly as fresh or enjoyable
1,as fresh or enjoyable
1,fresh or enjoyable
1,there are enough high points to keep this from being a complete waste of time
0,high points to keep this from being a complete waste of time
0,to keep this from being a complete waste of time
0,keep this from being a complete waste of time
1,keep this
0,from being a complete waste of time
0,being a complete waste of time
0,a complete waste of time
0,a complete waste
0,complete waste
1,complete
0,"This tale has been told and retold ; the races and rackets change , but the song remains the same ."
0,This tale has been told and retold ;
0,This tale has been told and retold
0,been told and retold
0,told and retold
1,races and rackets
0,"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames ."
0,"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames"
0,"Worthless , from its pseudo-rock-video opening"
0,"Worthless ,"
0,to the idiocy of its last frames
0,the idiocy of its last frames
0,the idiocy
0,idiocy
0,Makes a joke out of car chases for an hour and then gives us half an hour of car chases .
1,chases for an hour and then
1,A knowing sense of humor and a lot of warmth ignite Son of the Bride .
1,A knowing sense of humor and a lot of warmth
1,A knowing sense of humor
1,a lot of warmth
1,of warmth
1,ignite
0,"Though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation ."
1,there are entertaining and audacious moments
1,are entertaining and audacious moments
1,entertaining and audacious moments
0,", the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation ."
0,the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .
0,the movie 's wildly careening tone and an extremely flat lead performance
0,the movie 's wildly careening tone
0,wildly careening tone
0,an extremely flat lead performance
0,extremely flat lead performance
0,extremely flat
0,do little to salvage this filmmaker 's flailing reputation .
0,do little to salvage this filmmaker 's flailing reputation
0,little to salvage this filmmaker 's flailing reputation
0,salvage this filmmaker 's flailing reputation
0,this filmmaker 's flailing reputation
0,flailing reputation
1,"The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues ."
1,"Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues ."
1,"is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues ."
1,"is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues"
1,"born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues"
1,"of an engaging storyline , which also is n't embarrassed to make you reach for the tissues"
1,"an engaging storyline , which also is n't embarrassed to make you reach for the tissues"
1,"an engaging storyline ,"
1,an engaging storyline
1,engaging storyline
1,which also is n't embarrassed to make you reach for the tissues
1,also is n't embarrassed to make you reach for the tissues
1,is n't embarrassed to make you reach for the tissues
0,embarrassed
1,make you reach for the tissues
1,"Even if the Naipaul original remains the real masterpiece , the movie possesses its own languorous charm ."
1,Even if the Naipaul original remains the real masterpiece
1,Naipaul original
1,remains the real masterpiece
1,the real masterpiece
1,real masterpiece
1,", the movie possesses its own languorous charm ."
1,the movie possesses its own languorous charm .
1,possesses its own languorous charm .
1,its own languorous charm
1,own languorous charm
1,languorous charm
1,"Ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints ."
1,"Ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints"
1,"unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints"
1,"that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints"
1,"takes full , chilling advantage of its rough-around-the-edges , low-budget constraints"
1,"full , chilling advantage"
1,chilling advantage
1,chilling
1,advantage
0,"of its rough-around-the-edges , low-budget constraints"
0,"its rough-around-the-edges , low-budget constraints"
0,"rough-around-the-edges , low-budget constraints"
0,", low-budget constraints"
0,low-budget constraints
1,Most of the things that made the original Men in Black such a pleasure are still there .
1,Most of the things that made the original Men in Black such a pleasure
1,of the things that made the original Men in Black such a pleasure
1,the things that made the original Men in Black such a pleasure
1,that made the original Men in Black such a pleasure
1,made the original Men in Black such a pleasure
1,such a pleasure
1,a pleasure
1,"At times a bit melodramatic and even a little dated -LRB- depending upon where you live -RRB- , Ignorant Fairies is still quite good-natured and not a bad way to spend an hour or two ."
0,At times a bit melodramatic and even a little dated -LRB- depending upon where you live -RRB-
0,times a bit melodramatic and even a little dated
0,a bit melodramatic and even a little dated
0,even a little dated
1,-LRB- depending upon where you live -RRB-
1,", Ignorant Fairies is still quite good-natured and not a bad way to spend an hour or two ."
1,Ignorant Fairies is still quite good-natured and not a bad way to spend an hour or two .
0,Ignorant
1,is still quite good-natured and not a bad way to spend an hour or two .
1,is still quite good-natured and not a bad way to spend an hour or two
1,is still quite good-natured and
1,is still quite good-natured
1,quite good-natured
1,not a bad way to spend an hour or two
1,not a bad way
0,a bad way
0,bad way
1,I had more fun watching Spy than I had with most of the big summer movies .
1,had more fun watching Spy than I had with most of the big summer movies .
1,had more fun watching Spy than I had with most of the big summer movies
1,more fun watching Spy than I had with most of the big summer movies
1,watching Spy
1,with most of the big summer movies
1,of the big summer movies
1,the big summer movies
1,big summer movies
0,It 's just merely very bad .
0,'s just merely very bad .
0,'s just merely very bad
0,merely very bad
1,to be the best espionage picture to come out in weeks
1,the best espionage picture to come out in weeks
1,the best espionage picture
1,best espionage picture
1,"Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown ."
1,"Watching this gentle , mesmerizing portrait of a man coming to terms with time"
1,"this gentle , mesmerizing portrait of a man coming to terms with time"
1,"this gentle , mesmerizing portrait"
1,"gentle , mesmerizing portrait"
1,"gentle , mesmerizing"
1,", mesmerizing"
1,", you barely realize your mind is being blown ."
1,you barely realize your mind is being blown .
1,barely realize your mind is being blown .
1,realize your mind is being blown .
1,realize your mind is being blown
1,your mind is being blown
1,"You can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards ."
1,"can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards ."
1,"can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards"
1,"watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards"
1,"watch , giggle and get an adrenaline boost"
1,"watch , giggle and get"
1,"watch , giggle and"
1,"watch , giggle"
1,an adrenaline boost
1,adrenaline boost
0,feeling like you 've completely lowered your entertainment standards
0,you 've completely lowered your entertainment standards
0,'ve completely lowered your entertainment standards
1,'ve completely
0,lowered your entertainment standards
1,your entertainment standards
1,blend together as they become distant memories .
0,distant
0,"Nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ."
0,"just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ."
0,"does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ."
0,"does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy"
0,"have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy"
0,"the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy"
0,"necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy"
0,"self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy"
0,"to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy"
0,"guide a loose , poorly structured film through the pitfalls of incoherence and redundancy"
0,"guide a loose , poorly structured film"
0,"a loose , poorly structured film"
0,"loose , poorly structured film"
0,"loose , poorly structured"
0,", poorly structured"
0,poorly structured
0,through the pitfalls of incoherence and redundancy
0,the pitfalls of incoherence and redundancy
1,the pitfalls
0,incoherence and redundancy
0,redundancy
1,Chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of ` ethnic cleansing . '
1,brings documentary-like credibility
1,documentary-like credibility
0,to the horrors of the killing field and the barbarism of ` ethnic cleansing
0,the horrors of the killing field and the barbarism of ` ethnic cleansing
0,the horrors
0,of the killing field and the barbarism of ` ethnic cleansing
0,the killing field and the barbarism of ` ethnic cleansing
0,the killing field and
0,the barbarism of ` ethnic cleansing
0,barbarism
0,of ` ethnic cleansing
0,ethnic cleansing
1,cleansing
